2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,segment_id,time_elapsed
181.56927,-581.17023,1487.3995400000001,168.04561,-465.16115999999994,1465.48889,172.2722,-650.50311,1415.86804,-47.727540000000005,-474.47490999999997,1239.58203,-13.03078,-273.6398,1266.60315,,,,-83.29471,-216.80353,621.2529900000001,265.7951,-426.33190999999994,1176.83569,331.49475,-345.03516,921.40363,,,,,,,-59.50479,-262.40427,956.27484,25.44298,-73.44795,1071.46008,181.42247,-123.51703,387.9957,,,,-144.07448,-151.3138,276.12573,-129.10622,-99.8352,110.39908,-79.64679,-55.85611,54.149469999999994,-64.01183,-267.3486,34.22312,210.92307000000002,-250.29575,694.30273,,,,,,,157.95135,-105.67408999999999,110.17635,91.63215,-65.97878,44.07425,183.10664,-256.60641,35.35785,311.39426000000003,-411.87854,695.25055,,,,-288.26532000000003,-327.60376,1021.4326199999999,80.90929,-125.25871000000001,125.52126000000001,615,0 days 00:00:00.000000000
186.14783,-580.92401,1488.00256,172.2943,-464.94974,1466.0728800000002,176.55263,-650.31647,1416.56946,-45.259879999999995,-474.45737,1242.7758800000001,-10.067919999999999,-273.39197,1267.77197,,,,-83.22458,-216.93922,621.11383,268.46112,-426.45291,1176.5675,332.83194,-344.47577,921.2243,,,,,,,-58.730380000000004,-263.68661000000003,957.21478,26.574240000000003,-74.43348,1071.46399,181.55875,-124.01727,387.98037999999997,,,,-143.92094,-150.97948,276.36584,-128.86481,-99.68503,110.5155,-79.27811,-55.882780000000004,54.33676,-64.12196,-267.39926,34.26825,210.9064,-250.34009,694.30927,,,,,,,157.96204,-105.81023,110.17188,91.61073,-65.9753,44.1281,183.09766000000002,-256.64453,35.340790000000005,311.74091,-410.37622000000005,695.6546,,,,-289.16476,-331.82227,1027.99133,80.83807,-125.31106000000001,125.54817,615,0 days 00:00:00.010000000
190.63409,-580.6546,1488.58545,176.49478,-464.75226,1466.6268300000002,180.96898000000002,-650.1763900000001,1417.11865,-42.84087,-474.42999000000003,1245.9819300000001,-7.11198,-273.12833,1268.8029800000002,,,,-83.17976,-217.16206,621.03351,271.15457000000004,-426.60065,1176.22864,333.95029,-343.89374,920.7724599999999,,,,,,,-57.95135,-264.93134,958.1153,27.7112,-75.40146999999999,1071.45886,181.6584,-124.51731000000001,387.94135,,,,-143.89078,-150.5484,276.58847000000003,-128.63759,-99.47763,110.68565,-78.32592,-56.581340000000004,54.299130000000005,-64.21769,-267.43811,34.33025,210.8519,-250.41124,694.26367,,,,,,,157.93152,-105.90942,110.1435,91.59300999999999,-65.99403000000001,44.138729999999995,183.04486,-256.63721,35.310520000000004,311.73208999999997,-409.621,694.4675900000001,,,,-289.78506,-336.84421000000003,1033.89929,80.81312,-125.38898,125.5369,615,0 days 00:00:00.020000000
195.06624,-580.39838,1489.12805,180.60246,-464.52438,1467.0918,184.89789,-650.00549,1417.97314,-40.39378,-474.46297999999996,1249.18542,-4.23004,-272.84866,1269.8446,,,,-83.1359,-217.40471000000002,620.91815,273.69992,-426.77292,1176.00391,334.66443,-343.00961,920.16364,,,,,,,-57.25565,-266.18338,958.9624,28.81407,-76.37701,1071.47559,181.70847,-124.94892,387.90771,,,,-143.82855,-150.07443,276.79247999999995,-128.39857,-99.28638000000001,110.82713000000001,-77.93418,-56.64921,54.43315,-64.3335,-267.50452,34.37556,210.81847000000002,-250.46327000000002,694.2416400000001,,,,,,,157.90305,-106.01614,110.11781,91.14974000000001,-66.44474,43.629540000000006,183.02243,-256.66033999999996,35.28165,311.86322,-408.45175,694.0105,,,,-290.2587,-342.50336,1039.56287,80.81626999999999,-125.46177,125.52779,615,0 days 00:00:00.030000000
199.41253999999998,-580.0507200000001,1489.66504,184.66904,-464.2168,1467.5177,188.92227,-649.79828,1418.68506,-37.95368,-474.51379000000003,1252.3158,-1.44045,-272.58597000000003,1270.8985599999999,,,,-83.12536999999999,-217.63017000000002,620.8306299999999,276.31021,-426.93532999999996,1175.63904,335.75467000000003,-342.49536,919.82379,,,,,,,-56.56525,-267.40628,959.7329699999999,29.91525,-77.34673000000001,1071.48462,181.86116,-125.49708999999999,387.87964,,,,-143.66983000000002,-149.73048,277.00427,-128.13966000000002,-99.06369000000001,110.97175,-77.53796,-56.723819999999996,54.613659999999996,-64.4389,-267.59546,34.42445,210.54667999999998,-251.21507000000003,694.14941,,,,,,,157.93167,-106.12418999999998,110.09956000000001,91.53197,-66.0463,44.15246,182.99831,-256.67922999999996,35.28334,311.92175,-407.24374,693.59198,,,,-290.5062,-348.67828,1045.01062,80.84769,-125.59605,125.4942,615,0 days 00:00:00.040000000
203.65919,-579.67645,1490.17371,188.63493,-463.92227,1467.91345,193.21388000000002,-649.5776400000001,1419.18835,-35.33043,-474.60938,1255.3147,1.44213,-272.57181,1271.7264400000001,,,,-83.05705999999999,-217.83317999999997,620.77356,278.7215,-427.05414,1175.3418,336.93695,-341.88281,919.50397,,,,,,,-55.84715,-268.65732,960.47589,30.98305,-78.2871,1071.48804,181.96501,-125.93036000000001,387.83884,,,,-143.62343,-149.25572,277.21875,-127.85611999999999,-98.88911,111.10248999999999,-77.30839,-56.80851,54.88491,-64.56253000000001,-267.66751,34.4803,210.39067000000003,-251.45628,693.95508,,,,,,,157.91147,-106.18364,110.07726000000001,91.54568,-66.04519,44.137879999999996,183.01555,-256.68475,35.274390000000004,311.8833,-405.93546000000003,693.19641,,,,-290.64007999999995,-355.2471,1050.57129,80.90874000000001,-125.73406000000001,125.4783,615,0 days 00:00:00.050000000
207.87126,-579.31561,1490.6190199999999,192.50771,-463.62827000000004,1468.22437,196.93816999999999,-649.3421,1419.97742,-32.722640000000006,-474.76086,1258.16235,4.21601,-272.5665,1272.59119,,,,-82.91360999999999,-218.03377999999998,620.8632200000001,281.1644,-427.21362,1174.97656,338.0755,-341.35364,919.12079,,,,,,,-55.306290000000004,-269.87701,960.9458599999999,32.06313,-79.23839,1071.5148900000002,182.1523,-126.2199,387.83801,,,,-143.48553,-148.86088999999998,277.47232,-127.5475,-98.7313,111.25497,-76.71766,-56.82375,55.06426999999999,-64.67754000000001,-267.7583,34.52193,210.45299,-251.47027999999997,694.0961900000001,,,,,,,157.73351,-106.09018,110.29942,91.55269,-66.03636999999999,44.1558,183.00978,-256.67969,35.25942,311.81473,-404.61124,692.73407,,,,-290.37753,-362.59897,1055.16614,80.90471,-125.73161,125.51458999999998,615,0 days 00:00:00.060000000
212.01737999999997,-578.90332,1491.0249,196.31711,-463.29830999999996,1468.46399,200.80321999999998,-649.13983,1420.64502,-30.164479999999998,-474.76465,1260.7930900000001,6.846430000000001,-272.60152999999997,1273.57495,,,,-82.81752,-218.03909,620.85132,283.47049,-427.34421,1174.60815,339.30422999999996,-340.69827000000004,919.17212,,,,,,,-54.67405,-270.95151,961.68219,33.09725,-80.19254000000001,1071.5485800000001,182.27327,-126.68194,387.8042,,,,-143.35544,-148.54572,277.71173,-127.31505,-98.52977,111.46913,-76.82082,-56.26545,55.479890000000005,-64.79028000000001,-267.82785,34.57989,210.35501000000002,-251.61377000000002,693.99725,,,,,,,157.75381000000002,-106.12262,110.2783,91.53709,-66.04222,44.16304,182.99669,-256.67072,35.2538,311.67992999999996,-403.41848999999996,692.24091,,,,-289.77716000000004,-370.46576,1060.09167,80.95116999999999,-125.8076,125.49866000000002,615,0 days 00:00:00.070000000
216.01323,-578.50281,1491.41858,199.90344,-462.80737,1468.73499,204.64717,-648.87488,1421.18042,-27.46847,-475.08844000000005,1263.4303,9.32877,-272.66437,1274.35925,,,,-82.71226999999999,-217.96602000000001,620.87671,285.76062,-427.54855,1174.2409699999998,340.00527999999997,-340.39417000000003,918.18146,,,,,,,-53.98992,-271.93439,962.22729,34.17519,-81.0841,1071.61768,182.47189,-126.97098999999999,387.77655,,,,-143.38093999999998,-148.06122,277.9874,-127.1082,-98.27605,111.7068,-75.80776999999999,-57.08716999999999,55.4931,-64.92525,-267.89905,34.61674,210.33096,-251.71297,694.06177,,,,,,,157.77925,-106.15761,110.29103,91.54456,-66.0096,44.1981,182.98384,-256.65488,35.25247,311.66787999999997,-401.99564,692.62927,,,,-289.23782,-378.4845,1064.56494,80.93845,-125.78493999999999,125.54923000000001,615,0 days 00:00:00.080000000
