time_mean,time_var,time_std,time_mode,time_max,time_min,time_over_zero,time_range,dc,shape_mean,shape_std*2,shape_std,shape_skew,shape_kurt,mean,var,std,skew,kurt,segment_id
-8.915875000000002,0.13696210937499986,0.37008392207038643,-9.423,-8.466000000000001,-9.423,0.0,0.956999999999999,71.327,0.6486863132030196,0.9498058367312008,0.9745798257357889,1.1343751678180103,-1.0227576422672688,0.7783998864464341,0.4963456167801774,0.7045180031625717,1.0972310239649872,-0.7055716270584881,0.0
-8.729000000000001,0.07123849999999976,0.26690541395782846,-9.155,-8.466000000000001,-9.155,0.0,0.6889999999999983,69.832,1.0683914877499487,1.1793315152471557,1.0859703104814402,0.5697299872067595,-1.8411280810309492,0.6938961707162019,0.10320810426539098,0.3212601815746716,0.6404758385866529,-1.0352353533513337,0.0
-8.752875,0.07256035937499974,0.2693703015831548,-9.155,-8.466000000000001,-9.155,0.0,0.6889999999999983,70.023,1.181841014195556,1.2236154397735266,1.106171523667793,0.32168367347086685,-1.8417640462267943,0.7063242118407915,0.09992510776748396,0.31610932882071663,0.22283725123904569,-1.6939707055408921,0.0
-8.872625000000001,0.18248873437499946,0.4271870016456487,-8.466000000000001,-8.466000000000001,-9.652999999999999,0.0,1.1869999999999976,70.981,1.0753949755560914,0.9386557593224337,0.9688424842679194,0.42189883794078376,-0.7531907446925724,1.1292065858544666,0.20695748646289347,0.4549258032502591,-0.6072965982248928,-1.2342619624924445,0.0
-9.284375,0.13453998437499962,0.3667969252529247,-9.5,-8.466000000000001,-9.652999999999999,0.0,1.1869999999999976,74.275,1.2351698513695983,1.1889845207612482,1.090405667979238,0.4320286495814132,-0.3473198905836782,1.039854140383072,0.06108936672817901,0.24716263214365355,0.08083378697084898,-1.5009246649669699,0.0
-8.709999999999999,0.9511344999999992,0.9752612470512705,-9.5,-7.202000000000001,-9.5,0.0,2.297999999999999,69.68,0.835796834485296,1.1665793776607911,1.0800830420207472,1.2895751111110696,2.294968600674886,2.2979758027717523,2.5528332098755184,1.5977588084174401,0.780990572142752,-0.9653971402445046,0.0
-8.288625,0.7669184843749998,0.8757388220097359,-9.308,-7.202000000000001,-9.385,0.0,2.182999999999999,66.309,1.3683282378755675,1.306934629938824,1.1432124168057414,0.03606503580571783,1.3929359222530777,2.4232923388024905,0.7033932407011536,0.8386854241616183,-0.1313646592349278,-1.7826347588097415,0.0
-8.647625,0.3093934843750004,0.5562315025014318,-9.308,-7.6229999999999976,-9.308,0.0,1.6850000000000023,69.18099999999998,1.2125188021212268,0.7147428107046871,0.8454246333675682,-0.16666050819039083,-1.358494276866981,1.3413419304049694,0.6766908257374746,0.8226121964434241,-0.4052122066798276,-0.974489562779298,0.0
-9.026125,0.7420451093749999,0.8614204022282035,-8.964,-8.351,-11.186,0.0,2.834999999999999,72.209,1.734641650408662,1.1680805363467361,1.0807777460452894,-0.25988081057371465,1.2168248841318774,2.64657985771728,0.4518720567251753,0.6722142937525022,-0.26965685418867424,-1.233446726005984,0.0
-9.2705,0.7073684999999997,0.8410520197942573,-8.964,-8.351,-11.186,0.0,2.834999999999999,74.164,1.493220406007743,1.4201894530778336,1.1917170188756363,-0.016886407745537416,1.8119117660670363,2.5524807403726406,0.20375807002672178,0.45139569119202033,-0.13212992010984947,-1.7259854935309047,0.0
-9.179375,0.321343984375,0.5668721058360519,-8.696,-8.121,-9.807,0.0,1.686,73.435,1.2977352972742728,1.3479032113637863,1.160992339063349,0.4303033683340897,1.101838691569027,1.6453688367227646,0.14289139114158117,0.3780097765158742,0.6690578793939121,-0.9365758660495256,0.0
-9.27,0.21938824999999995,0.4683889943198921,-9.538,-8.121,-9.807,0.0,1.686,74.16,1.7768622454015737,1.0354458056925993,1.0175685754250665,-0.2951033336651284,-0.08472281953524416,1.397176850045451,0.1583273496970787,0.3979036939977797,-1.0150686036652692,-0.7937537060513608,0.0
-9.365750000000002,0.028587187500000014,0.16907746005899194,-9.538,-9.079,-9.615,0.0,0.5359999999999996,74.926,0.8585136518868165,1.028223066999784,1.0140133465590007,0.8606030056801588,-4.772298742430782,0.4104343097878007,0.06320567734901278,0.25140739318686073,0.8029680446884295,-0.9063373497439517,0.0
-9.35175,0.0632419375,0.25147949717621115,-9.079,-9.079,-9.807,0.0,0.7279999999999998,74.814,1.572435947241047,1.2095031940280097,1.0997741559193004,-0.11351419898025296,-1.4579952835996184,0.7639116227974764,0.00317653255492436,0.056360735933133094,-0.9203759138413408,-0.883024585503164,0.0
-9.304,0.08681124999999992,0.2946374891285899,-9.577,-8.887,-9.807,0.0,0.9199999999999999,74.432,1.6541455254306896,0.967188883844169,0.9834576166994534,0.14701873047906916,-2.102963867638599,0.7918205674623067,0.1647506889436665,0.40589492352537065,0.3264328465303271,-1.1929863129232121,0.0
-9.006874999999999,0.19766610937499984,0.4445965692344014,-9.577,-8.351,-9.577,0.0,1.225999999999999,72.055,1.0262872448724376,1.2642169920112023,1.1243740445293116,0.8764244868582886,0.4613095231782903,1.1512298580828624,0.3224288138585076,0.567828155218203,1.0747228819595347,-0.7345876025309253,0.0
-7.958,0.7318755000000006,0.8554972238412002,-7.047999999999999,-6.895,-9.385,0.0,2.49,63.664,0.7744910470338616,0.9315365592630608,0.9651614161698865,0.6573701720203089,0.19446284796829277,1.902973039914108,2.245402109360063,1.498466586000523,0.6637258858350338,-1.0384149274691759,0.0
-7.3931249999999995,0.1832206093749999,0.4280427658248646,-7.737999999999999,-6.895,-8.198,0.0,1.3030000000000008,59.144999999999996,1.047584259244248,1.611566534819707,1.2694749051555556,1.269763337029454,1.3415083525262135,1.0297158432105329,0.52970128224122,0.7278057998128484,0.8596772004532073,-0.952512310502097,0.0
-7.053250000000001,0.39649118749999934,0.6296754620437415,-6.6270000000000024,-6.359,-8.198,0.0,1.8390000000000004,56.426,0.6366719331430031,0.7065537844918157,0.8405675371389355,0.6617609882873358,-0.5189458713280755,1.3913403625200156,1.2407094956226672,1.1138713999482468,0.6276276845833588,-1.0735587657757217,0.0
-7.3020000000000005,1.0085959999999992,1.0042888030840527,-8.427,-6.359,-8.887,0.0,2.5280000000000005,58.416000000000004,1.0498522707143911,1.5247597963678434,1.2348116440849768,1.1787328039411222,2.7826149888661846,2.4980792000868246,2.46681831009356,1.5706108079640737,0.9253883759815157,-0.8583954572614252,0.0
